id,Area(total),Troom,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Grade,EXPECTED
5140,310,9,3,1,3,no,0,100,2,74,2,C,3604$
5141,310,8,5,2,4,NO,0,93,4,59,1,D,3441$
5142,346,6,7,4,6,NA,,105,5,78,2,C,4426$
5143,339,5,4,4,6,NA,,99,6,92,6,C,3897$
5144,313,9,8,6,8,NO,0,85,6,96,1,A,4941$
5145,300,8,6,6,8,NA,,92,7,83,1,B,4848$
5146,297,7,6,5,7,NA,,103,6,95,3,C,3994$
5147,293,8,4,1,3,no,0,70,2,94,5,D,3265$
5148,327,8,6,3,5,YES,94,108,3,70,5,C,4446$
5149,322,5,6,5,6,NO,0,82,7,67,3,C,4106$
5150,317,8,7,6,8,NO,0,102,8,79,5,B,4467$
5151,305,6,3,3,5,YES,72,79,3,74,1,D,3372$
5152,305,8,2,2,3,NO,0,85,4,78,2,D,3726$
5153,309,6,6,6,7,yes,76,110,7,95,4,B,4290$
5154,338,7,3,2,4,yes,92,103,4,85,3,C,3564$
5155,345,7,7,5,6,NO,0,94,6,70,1,C,4511$
5156,294,9,3,2,4,yes,98,78,4,69,6,C,4126$
5157,315,5,5,3,4,NA,,110,4,61,3,D,3134$
5158,318,9,4,2,3,YES,71,73,3,79,6,C,4065$
5159,333,9,4,4,6,YES,85,83,4,81,1,C,4101$
5160,309,5,4,3,5,no,0,97,4,61,4,D,3234$
5161,290,9,8,6,7,NA,,101,8,82,5,A,4869$
5162,334,9,6,5,6,NO,0,84,6,60,6,B,4018$
5163,328,7,3,2,3,no,0,83,3,68,3,D,3502$
5164,336,6,8,5,7,YES,100,98,8,90,1,A,4509$
5165,320,6,6,6,8,yes,80,84,5,89,6,C,3915$
5166,341,9,4,4,5,no,0,83,5,71,4,C,4479$
5167,336,6,6,5,7,yes,94,105,7,99,3,B,4455$
5168,304,8,5,3,5,yes,78,103,4,91,2,C,4039$
5169,355,6,4,1,3,NO,0,108,1,74,6,D,3816$
5170,342,8,4,4,5,NA,,84,2,65,6,C,4071$
5171,316,8,8,7,8,no,0,84,7,73,1,A,4442$
5172,358,5,7,6,8,yes,108,99,7,87,5,B,4988$
5173,299,9,4,5,6,NO,0,103,5,61,4,C,3730$
5174,336,9,2,2,4,no,0,91,2,64,2,C,4037$
5175,329,9,5,3,4,NA,,85,3,86,4,B,3975$
5176,326,7,6,5,6,NA,,90,4,99,1,C,4363$
5177,328,7,5,2,4,no,0,79,2,91,6,D,3271$
5178,333,7,5,5,7,no,0,96,6,84,4,C,3652$
5179,306,7,3,3,4,NO,0,104,3,97,2,D,3203$
5180,316,5,5,3,4,no,0,78,3,60,6,D,3597$
5181,352,7,3,4,5,NA,,92,4,76,6,C,3897$
5182,292,8,4,3,5,no,0,90,5,87,1,D,3805$
5183,356,8,8,7,8,NA,,108,8,62,3,A,5003$
5184,328,5,7,5,7,yes,101,96,8,80,6,B,4440$
5185,299,8,6,5,7,yes,114,70,5,85,1,C,4304$
5186,339,5,6,5,6,no,0,89,4,95,4,C,4107$
5187,331,8,7,5,7,YES,81,90,5,70,1,B,4427$
5188,304,8,7,5,7,YES,81,77,7,83,6,B,4408$
5189,309,6,8,6,8,YES,73,70,6,82,5,B,4812$
5190,356,5,4,2,4,NO,0,93,4,70,3,D,3790$
5191,355,7,6,5,6,YES,105,109,6,90,6,B,4333$
5192,342,8,6,4,5,yes,101,87,6,72,2,B,4297$
5193,318,6,6,5,7,yes,96,99,6,80,1,C,3949$
5194,300,5,8,7,8,yes,88,73,5,77,4,B,4147$
5195,341,6,7,4,6,YES,71,71,7,68,1,C,4619$
5196,315,5,4,2,4,NA,,102,2,72,6,D,3188$
5197,303,8,6,3,5,YES,85,107,3,98,2,C,3791$
5198,329,5,3,3,4,NA,,99,2,64,4,D,3405$
5199,334,7,6,4,6,yes,99,109,3,71,2,C,3708$
5200,338,9,5,3,5,no,0,95,4,72,1,C,4407$
5201,305,5,2,1,3,no,0,78,3,93,1,D,2976$
5202,312,9,7,5,7,NA,,100,8,78,3,A,4976$
5203,328,9,6,5,7,YES,71,86,6,69,1,B,4964$
5204,360,8,2,2,4,NA,,88,3,84,4,C,3911$
5205,342,7,4,3,5,no,0,94,3,62,2,D,3711$
5206,358,8,8,5,7,NA,,79,5,84,6,B,4687$
5207,323,8,6,5,7,NO,0,78,8,82,4,B,4618$
5208,351,8,4,1,3,yes,92,99,1,78,6,C,4173$
5209,343,8,8,6,7,YES,88,85,8,86,1,A,5231$
5210,290,5,3,1,3,NA,,76,3,78,3,D,3098$
5211,310,6,6,4,5,no,0,82,4,62,4,D,3779$
5212,321,7,7,5,7,yes,95,70,6,64,6,B,4199$
5213,298,7,3,1,3,YES,94,79,2,81,6,D,3284$
5214,343,5,8,6,7,YES,95,93,8,83,4,A,5210$
5215,307,7,5,5,7,yes,90,89,6,64,6,C,4169$
5216,325,7,7,5,7,yes,88,82,6,75,4,B,4357$
5217,330,5,6,5,7,no,0,88,6,68,1,C,3637$
5218,292,7,7,6,8,yes,82,71,5,84,2,C,3945$
5219,334,6,3,3,5,no,0,71,3,98,6,D,3200$
5220,357,7,3,3,5,NO,0,71,4,89,6,D,3869$
5221,290,5,8,6,7,no,0,110,6,74,2,C,3711$
5222,347,9,7,5,7,NO,0,84,8,60,4,A,5082$
5223,327,7,4,3,5,YES,115,75,4,99,5,C,3761$
5224,297,8,4,4,6,YES,108,105,5,82,4,C,3623$
5225,341,7,6,6,7,NO,0,110,8,88,6,B,4309$
5226,332,7,5,5,6,NA,,82,4,92,2,C,4100$
5227,295,9,3,4,5,yes,81,71,5,90,6,C,4152$
5228,307,9,3,2,3,yes,93,105,1,84,3,C,4212$
5229,348,7,5,5,6,NO,0,77,5,87,1,C,4172$
5230,320,5,6,5,6,NO,0,90,6,64,3,D,4147$
5231,320,9,4,2,4,YES,110,101,3,60,4,C,3802$
5232,337,9,6,4,5,YES,90,85,6,91,4,B,4289$
5233,349,6,6,6,7,NA,,97,8,99,6,B,4444$
5234,337,6,4,4,5,no,0,98,6,85,4,C,3400$
5235,327,5,2,2,3,NO,0,75,2,62,4,D,3011$
5236,350,8,5,5,6,no,0,95,4,67,3,C,3910$
5237,338,7,3,3,4,NA,,78,2,73,6,C,4173$
5238,328,6,5,4,5,NO,0,88,6,94,1,C,3937$
5239,321,7,6,5,6,yes,99,72,3,74,3,C,4354$
5240,353,6,6,5,7,no,0,88,4,95,5,C,3866$
5241,292,8,6,5,6,no,0,108,6,88,2,C,4124$
5242,314,9,4,2,4,NO,0,90,4,66,4,C,3596$
5243,320,9,3,3,4,no,0,91,2,97,6,C,4395$
5244,358,5,6,6,7,yes,107,94,6,85,3,B,3978$
5245,291,6,5,4,6,NA,,81,5,82,1,D,3297$
5246,338,9,8,6,8,yes,111,86,7,59,2,A,4871$
5247,350,8,8,7,8,no,0,93,6,67,4,A,4796$
5248,334,5,7,4,6,NO,0,103,6,84,4,C,3767$
5249,341,7,4,5,6,NO,0,85,5,81,5,C,3587$
5250,316,5,6,4,6,no,0,104,6,83,6,C,3982$
5251,343,9,3,4,5,NA,,96,5,77,4,B,4135$
5252,320,5,4,4,5,NA,,93,3,66,2,D,3700$
5253,299,8,4,1,3,no,0,98,1,61,2,D,3650$
5254,331,5,7,5,6,YES,71,90,6,71,6,C,4494$
5255,327,9,3,1,3,NO,0,81,2,66,3,C,3503$
5256,340,8,6,4,5,YES,108,81,6,59,4,B,4732$
5257,327,7,3,4,5,NO,0,88,5,60,4,D,3266$
5258,355,6,4,5,6,yes,91,100,6,88,4,C,4518$
5259,290,5,3,2,3,no,0,71,4,75,2,E,2808$
5260,320,9,3,2,4,YES,96,97,2,99,1,C,4254$
5261,332,6,4,5,6,NA,,70,4,63,5,D,3648$
5262,324,8,3,2,4,yes,87,91,4,77,5,C,3753$
5263,324,8,7,5,7,NO,0,110,7,74,5,B,4682$
5264,295,7,7,5,6,YES,90,96,7,71,6,B,3940$
5265,294,9,6,5,6,NA,,80,4,98,3,B,4670$
5266,347,9,3,1,3,yes,103,77,1,80,2,C,4546$
5267,338,7,3,3,5,YES,75,97,4,88,6,C,3691$
5268,342,6,5,4,6,NA,,75,5,94,1,C,3605$
5269,303,9,4,1,3,NA,,93,4,85,5,C,3751$
5270,323,5,6,6,7,NO,0,94,6,59,5,C,3669$
5271,293,7,5,4,6,NO,0,93,5,75,3,D,3327$
5272,340,6,7,6,7,NA,,87,8,81,4,B,4611$
5273,342,7,7,6,7,no,0,104,4,71,4,C,4174$
5274,357,9,7,5,7,yes,72,71,6,65,2,B,5191$
5275,325,8,5,6,7,YES,112,99,7,68,2,B,4492$
5276,322,9,4,2,3,no,0,107,1,93,6,C,3654$
5277,330,6,8,6,7,YES,111,105,6,74,3,B,4296$
5278,297,7,7,5,7,NO,0,76,7,97,2,C,4079$
5279,303,8,3,2,4,NA,,83,2,90,5,C,3938$
5280,326,5,6,4,5,yes,92,78,6,84,6,C,3706$
5281,355,9,4,4,6,yes,95,96,5,72,6,B,4130$
5282,319,9,7,6,7,NO,0,79,5,85,5,B,4951$
5283,320,9,7,7,8,NA,,86,5,72,4,A,4875$
5284,328,7,3,1,3,no,0,90,4,74,3,D,3636$
5285,290,9,4,4,6,yes,84,88,4,64,1,C,4168$
5286,333,8,6,3,5,yes,71,109,6,65,3,C,4481$
5287,347,6,6,4,6,no,0,95,5,87,1,C,4181$
5288,326,6,7,5,7,NA,,93,8,75,6,B,4155$
5289,293,6,5,3,4,NA,,86,4,87,5,D,3628$
5290,348,9,5,3,5,NA,,73,5,81,4,B,4296$
5291,330,9,4,3,5,NO,0,102,4,94,1,C,4323$
5292,324,8,6,,6,NA,,97,4,90,5,B,4660$
5293,291,7,5,4,5,yes,94,79,3,67,3,D,3982$
5294,342,8,5,4,6,NO,0,110,5,77,4,C,4367$
5295,314,7,6,5,7,no,0,110,7,59,5,C,4473$
5296,297,6,6,5,7,no,0,93,7,74,5,C,3575$
5297,336,5,6,4,6,yes,80,80,6,78,5,C,4171$
5298,307,9,8,7,8,NA,,85,7,93,5,A,5109$
5299,317,7,5,2,4,NO,0,99,3,97,3,D,3942$
5300,347,7,5,4,6,NO,0,90,4,85,4,C,3909$
5301,330,6,5,2,4,yes,111,97,5,68,3,C,4093$
5302,335,8,6,6,7,yes,71,102,5,73,5,B,4346$
5303,356,7,5,5,7,NA,,70,6,62,1,C,3923$
5304,322,8,4,4,6,NO,0,86,6,68,1,C,3942$
5305,356,9,5,5,7,yes,86,94,5,88,6,B,4795$
5306,358,9,5,6,7,no,0,76,4,62,2,B,4544$
5307,333,8,8,6,8,YES,74,88,8,92,5,A,4862$
5308,348,9,3,4,5,NO,0,108,3,65,6,C,4056$
5309,311,6,7,6,7,NO,0,102,7,62,2,C,4296$
5310,338,9,6,7,8,yes,76,92,7,73,5,A,4734$
5311,299,8,2,1,3,no,0,106,1,84,5,D,3280$
5312,348,6,4,3,4,NO,0,80,4,79,3,D,3681$
5313,310,9,6,3,5,no,0,74,4,88,3,C,4364$
5314,326,5,5,5,6,NO,0,77,4,95,3,D,3361$
5315,301,5,7,6,7,no,0,79,6,84,6,C,4026$
5316,305,8,4,4,5,NO,0,83,5,80,3,C,3844$
5317,302,5,5,4,6,YES,92,74,6,79,3,D,4105$
5318,342,9,6,5,7,YES,97,82,5,79,1,B,4952$
5319,336,7,6,4,5,YES,110,97,5,65,3,C,4313$
5320,321,9,5,2,4,yes,102,77,3,80,2,C,3989$
5321,312,7,6,4,6,yes,100,84,4,96,3,C,4155$
5322,345,9,7,5,6,NA,,96,5,94,3,A,4701$
5323,308,6,4,3,5,NA,,72,2,69,3,D,3340$
5324,322,7,3,1,3,yes,108,101,3,93,1,C,3487$
5325,352,7,3,2,3,yes,105,70,3,83,2,C,3771$
5326,323,9,6,6,7,NO,0,86,7,69,5,B,4460$
5327,343,5,2,1,3,NA,,76,4,96,6,D,3285$
5328,359,6,4,5,6,YES,107,106,4,59,4,C,3603$
5329,338,5,8,6,8,no,0,107,6,69,5,B,3956$
5330,314,8,5,3,5,NO,0,88,6,70,5,C,4209$
5331,322,8,2,1,3,NA,,94,1,83,3,C,3963$
5332,318,7,2,2,3,NO,0,74,3,67,2,D,3686$
5333,301,8,7,6,7,no,0,107,5,77,4,C,4112$
5334,354,8,4,4,5,NA,,90,5,64,2,C,4522$
5335,302,8,5,4,5,NO,0,91,6,63,3,C,3961$
5336,318,6,5,4,6,no,0,71,4,85,4,D,3672$
5337,318,5,7,6,7,NA,,77,5,81,2,C,4119$
5338,338,8,8,5,7,yes,97,74,8,97,3,A,5455$
5339,333,8,6,6,8,yes,116,72,8,90,1,A,5111$
5340,357,6,6,4,6,NO,0,82,6,82,1,C,4359$
5341,339,5,4,2,4,NA,,77,2,74,4,D,3596$
5342,340,6,2,1,3,NA,,81,1,89,4,D,3453$
5343,350,8,8,7,8,NA,,70,5,77,2,A,4742$
5344,321,9,8,5,7,yes,77,86,5,60,3,B,5034$
5345,354,7,7,5,6,no,0,80,7,83,2,B,4229$
5346,321,6,7,5,7,yes,111,85,8,62,1,B,4385$
5347,328,6,4,3,5,NO,0,102,5,96,4,D,3995$
5348,331,6,5,4,6,NO,0,90,5,66,4,D,3720$
5349,300,5,6,4,5,YES,112,103,4,74,4,D,3724$
5350,312,5,6,6,8,NO,0,105,6,97,1,C,3804$
5351,294,8,6,5,7,NO,0,95,5,78,1,C,4256$
5352,310,5,5,5,6,NO,0,92,5,78,4,D,3488$
5353,329,8,5,4,6,NA,,87,3,71,6,C,3656$
5354,342,5,8,6,8,yes,88,109,7,63,4,B,4295$
5355,318,7,5,5,7,YES,108,89,4,87,5,C,4313$
5356,318,6,5,2,4,YES,93,94,4,95,5,D,4131$
5357,328,5,3,2,4,YES,73,88,4,80,6,D,3734$
5358,298,6,6,3,5,NA,,100,6,87,3,C,3806$
5359,335,8,7,7,8,NO,0,108,8,64,6,A,4744$
5360,325,7,6,6,7,yes,85,89,7,71,2,B,4591$
5361,354,7,5,4,5,NA,,98,3,66,2,C,3731$
5362,360,6,6,7,8,no,0,88,5,81,2,C,3934$
5363,352,7,5,2,4,no,0,92,2,95,1,C,3491$
5364,336,6,7,5,7,no,0,108,7,80,4,B,4287$
5365,351,8,5,4,5,YES,71,90,5,82,4,C,3951$
5366,325,5,5,6,7,no,0,77,7,90,2,C,4159$
5367,347,9,4,3,4,yes,95,71,2,65,6,C,4391$
5368,325,8,7,5,7,NO,0,80,4,72,3,C,3788$
5369,334,8,4,5,6,NO,0,80,3,66,2,C,3682$
5370,349,5,8,6,8,no,0,110,8,66,3,B,4729$
5371,337,6,4,2,3,yes,113,100,1,79,2,D,3602$
5372,331,8,6,4,5,NO,0,74,5,68,4,C,4086$
5373,353,8,5,3,4,YES,119,97,3,91,5,C,4581$
5374,306,7,2,3,4,yes,88,73,2,88,2,D,3867$
5375,302,7,8,6,7,yes,81,90,7,71,2,B,4449$
5376,356,6,2,2,3,YES,88,75,4,78,1,D,3305$
5377,328,6,4,2,4,yes,73,77,2,67,4,D,3510$
5378,311,5,6,4,5,YES,104,70,5,94,6,C,3986$
5379,340,5,5,5,6,NA,,75,6,60,2,C,4173$
5380,359,5,4,2,3,yes,106,73,2,86,3,D,3947$
5381,337,9,5,3,5,NO,0,98,3,84,5,C,3813$
5382,316,7,2,1,3,YES,86,94,2,94,2,D,3610$
5383,295,9,7,5,7,yes,96,77,7,71,1,B,4322$
5384,344,8,7,6,7,no,0,88,5,85,2,B,4037$
5385,304,5,4,5,6,NA,,74,5,95,6,D,3283$
5386,325,5,5,3,4,NA,,100,2,86,1,D,3260$
5387,321,8,5,4,6,yes,88,102,4,61,3,C,4191$
5388,317,5,7,4,6,yes,99,110,4,61,3,C,4124$
5389,335,6,5,4,6,NO,0,107,5,74,1,D,3917$
5390,302,8,7,5,7,NA,,97,6,94,4,B,4715$
5391,303,8,5,4,6,no,0,76,6,74,1,C,3917$
5392,298,5,3,3,5,NA,,73,4,94,1,D,3261$
5393,315,5,5,5,7,no,0,90,4,63,1,D,3759$
5394,337,8,8,6,7,NA,,79,7,85,4,A,5306$
5395,334,9,3,2,4,yes,111,98,1,94,1,C,3922$
5396,355,9,6,5,7,NO,0,105,6,85,3,B,5039$
5397,351,6,4,3,4,NO,0,100,1,69,2,D,3318$
5398,312,9,4,3,5,NA,,91,4,79,2,C,4377$
5399,357,9,5,5,6,yes,97,108,6,86,4,B,4748$
5400,294,6,7,5,7,no,0,88,5,96,3,C,3493$
5401,294,9,4,3,5,no,0,87,6,94,6,C,4205$
5402,325,6,4,5,6,YES,109,104,6,65,2,C,3965$
5403,343,5,3,3,4,YES,84,84,4,79,3,D,3586$
5404,332,8,6,6,7,no,0,103,6,98,2,B,4180$
5405,339,7,4,5,6,NA,,106,3,87,2,C,3696$
5406,333,8,2,2,3,YES,106,85,4,66,6,C,4039$
5407,300,5,5,4,6,NA,,84,6,86,6,C,4066$
5408,357,5,6,4,6,NO,0,82,4,83,4,D,3974$
5409,319,7,4,2,4,yes,90,89,2,98,5,C,3978$
5410,301,8,6,5,7,no,0,83,6,87,5,C,3790$
5411,343,9,7,6,7,yes,85,101,5,81,5,A,5058$
5412,323,5,5,3,4,NA,,80,2,78,4,D,3896$
5413,293,5,8,6,7,yes,107,76,6,88,1,C,3885$
5414,343,5,5,5,6,no,0,86,3,81,2,D,3335$
5415,314,5,4,2,3,YES,91,108,3,75,6,D,3865$
5416,310,7,5,4,6,NO,0,96,6,79,1,C,3584$
5417,346,6,3,2,4,yes,99,84,4,77,1,D,3563$
5418,334,7,3,3,4,NO,0,96,1,63,2,D,3111$
5419,344,8,7,7,8,NO,0,101,6,96,5,B,4521$
5420,308,9,7,5,7,no,0,110,6,79,1,B,4824$
5421,314,9,7,4,6,YES,81,110,4,88,5,B,4957$
5422,328,8,6,3,5,yes,77,79,5,68,5,C,4382$
5423,354,8,7,5,7,YES,72,81,6,80,1,B,4603$
5424,316,8,4,5,6,yes,97,91,4,72,6,C,3872$
5425,310,8,4,2,3,YES,82,105,2,67,3,D,3486$
5426,305,7,5,2,4,no,0,87,5,97,6,D,3877$
5427,320,9,2,1,3,yes,116,74,3,83,4,C,4428$
5428,325,5,7,5,6,NO,0,72,6,70,2,C,4243$
5429,312,6,7,5,6,no,0,97,7,76,3,C,4352$
5430,338,9,4,3,4,yes,74,100,2,95,1,C,4426$
5431,328,9,5,4,5,no,0,110,2,75,2,C,3923$
5432,309,8,3,2,4,NO,0,77,3,89,3,D,3253$
5433,331,9,6,4,6,NO,0,71,4,97,3,C,4095$
5434,334,9,5,5,6,NA,,97,4,87,4,B,4681$
5435,302,5,3,2,3,NO,0,74,4,68,5,E,3473$
5436,360,5,3,2,3,YES,88,93,3,82,3,D,4044$
5437,319,9,6,6,7,no,0,100,4,76,4,B,4460$
5438,331,7,6,5,6,NA,,77,3,61,5,C,4168$
5439,325,9,2,2,3,yes,97,90,3,98,2,C,4313$
5440,339,9,3,3,5,YES,90,105,2,82,2,C,3905$
5441,330,8,5,3,4,NA,,80,5,66,2,C,3962$
5442,291,7,8,6,8,NA,,86,6,78,1,B,4877$
5443,319,7,7,6,8,yes,120,85,8,73,4,B,4536$
5444,320,7,3,3,4,yes,114,87,2,79,6,D,3363$
5445,314,8,6,5,6,yes,89,106,4,70,6,C,4106$
5446,340,5,4,3,4,NO,0,87,2,75,1,D,3579$
5447,326,6,6,6,8,no,0,75,6,79,2,C,3835$
5448,346,9,5,5,7,YES,95,77,7,71,2,B,5114$
5449,334,6,6,4,6,NO,0,107,6,64,5,C,4106$
5450,339,6,6,5,6,YES,75,94,6,69,2,C,3769$
5451,356,8,3,4,5,NA,,103,3,97,6,C,3884$
5452,292,6,8,6,7,yes,118,88,6,65,4,B,4037$
5453,320,7,5,4,5,no,0,101,5,60,3,D,3925$
5454,332,8,5,4,5,no,0,84,6,63,5,C,3649$
5455,310,6,5,5,7,NO,0,70,4,99,4,D,3714$
5456,326,8,3,3,4,YES,105,102,3,97,4,C,3625$
5457,359,9,6,6,8,YES,98,104,6,94,2,A,5390$
5458,333,9,6,3,5,NO,0,90,4,67,1,C,4016$
5459,321,6,2,2,3,no,0,99,1,94,2,D,3512$
5460,360,6,8,6,8,NO,0,82,7,59,5,B,4225$
5461,292,5,4,3,4,YES,101,108,2,65,4,D,3752$
5462,360,5,6,7,8,no,0,75,7,62,6,B,4033$
5463,304,8,4,2,4,YES,92,110,4,81,6,C,3567$
5464,307,6,7,5,7,NA,,94,7,64,3,C,4481$
5465,319,8,8,5,7,NO,0,76,7,63,4,B,4249$
5466,316,8,5,3,5,no,0,83,4,59,1,D,3860$
5467,342,5,5,3,5,NA,,74,4,92,4,D,3572$
5468,306,7,3,2,4,YES,99,103,3,96,5,D,3976$
5469,347,7,5,4,6,no,0,89,4,92,4,C,4149$
5470,293,5,6,6,8,NA,,83,5,81,4,C,4144$
5471,302,5,4,2,3,yes,105,72,3,70,3,D,3216$
5472,339,8,6,7,8,NA,,85,5,86,2,B,4499$
5473,320,8,4,2,4,NO,0,71,5,84,3,C,3793$
5474,313,5,6,4,5,no,0,104,6,99,1,C,4067$
5475,332,5,7,4,6,no,0,104,5,98,6,C,4191$
5476,349,8,4,3,4,NO,0,103,1,85,2,C,3802$
5477,350,7,5,3,5,no,0,88,5,94,2,C,4330$
5478,351,6,2,1,3,YES,117,99,2,93,6,C,4033$
5479,322,9,7,7,8,yes,87,90,6,64,5,A,4651$
5480,304,8,6,6,7,no,0,73,4,74,4,C,3593$
5481,313,7,3,3,4,YES,112,101,5,96,5,C,3799$
5482,306,6,4,3,4,no,0,98,3,77,1,D,3409$
5483,343,9,5,5,6,YES,90,104,6,70,4,B,4661$
5484,349,9,4,2,3,no,0,83,4,73,6,C,4508$
5485,321,9,8,6,8,YES,98,91,6,81,1,A,5214$
5486,334,7,4,3,5,NO,0,70,3,75,1,D,3714$
5487,297,6,7,5,6,NA,,84,4,69,6,C,3685$
5488,349,9,7,5,6,NA,,70,6,80,6,A,5002$
5489,340,5,4,1,3,yes,103,106,4,98,6,C,4104$
5490,349,6,8,5,7,yes,82,84,7,78,3,B,4501$
5491,302,7,6,6,7,no,0,80,8,97,6,B,4812$
5492,349,9,5,5,7,no,0,71,6,76,2,B,4147$
5493,352,9,4,5,6,NA,,101,3,82,5,B,4082$
5494,309,6,6,7,8,YES,74,96,5,89,4,C,4291$
5495,302,7,4,3,4,NA,,74,3,91,5,D,3594$
5496,310,8,4,2,4,YES,94,104,4,90,3,C,4303$
5497,347,5,3,2,4,no,0,101,2,85,3,D,3177$
5498,338,5,6,3,5,NA,,83,5,87,1,C,4220$
5499,300,6,3,3,4,NO,0,77,4,61,5,D,3182$
5500,298,7,7,4,6,NO,0,82,4,78,3,C,3384$
5501,357,9,5,5,7,YES,80,99,4,64,3,B,4326$
5502,347,8,8,5,7,NO,0,97,5,67,2,B,4811$
5503,350,5,3,1,3,YES,100,97,3,91,1,D,3467$
5504,341,8,4,4,5,NA,,93,4,72,1,C,3710$
5505,336,5,4,4,5,YES,75,86,3,81,2,D,3491$
5506,313,6,5,5,6,no,0,98,4,75,2,D,3510$
5507,301,5,5,3,4,yes,87,106,4,91,1,D,3199$
5508,357,8,5,3,5,no,0,108,4,76,4,C,4263$
5509,337,6,5,6,7,NA,,84,6,84,2,C,4013$
5510,344,9,4,3,4,NA,,81,1,64,1,C,3856$
5511,348,8,6,5,7,YES,86,74,7,71,6,B,4521$
5512,352,9,6,5,7,no,0,85,7,90,1,B,4844$
5513,352,9,4,3,5,no,0,102,6,60,6,C,4642$
5514,312,8,4,5,6,NO,0,73,6,97,6,C,4276$
5515,329,6,2,3,4,YES,104,71,2,77,2,D,3857$
5516,339,5,4,1,3,yes,101,104,1,88,6,D,3350$
5517,332,8,5,3,5,yes,86,70,3,60,5,C,3703$
5518,356,9,5,4,5,NO,0,103,3,64,4,C,4066$
5519,322,9,7,6,8,NO,0,79,5,96,2,B,4315$
5520,340,7,6,4,5,YES,82,83,6,71,1,C,3756$
5521,317,5,4,5,6,NA,,106,4,98,5,C,3498$
5522,353,7,4,4,5,yes,92,92,5,96,2,C,3956$
5523,358,6,4,2,4,no,0,74,3,97,2,D,4033$
5524,347,6,6,6,7,no,0,110,8,99,5,B,4856$
5525,303,7,3,2,4,NO,0,100,2,80,6,D,3676$
5526,295,8,3,2,3,no,0,82,1,75,5,D,3891$
5527,334,8,7,6,7,NA,,71,5,69,5,B,4433$
5528,298,8,8,6,8,NO,0,86,7,59,5,B,4640$
5529,355,7,6,4,6,yes,74,76,4,68,6,C,3983$
5530,312,7,4,4,5,no,0,85,5,81,3,D,4054$
5531,339,5,5,5,6,NA,,104,4,99,3,C,4050$
5532,342,7,6,4,6,no,0,85,5,77,6,C,4370$
5533,341,5,4,3,4,yes,93,94,3,89,1,D,3694$
5534,298,5,4,2,3,NO,0,110,4,70,1,D,3116$
5535,320,6,5,5,6,no,0,95,3,59,2,D,3700$
5536,313,7,6,3,5,yes,120,86,4,78,6,C,3885$
5537,321,7,6,4,5,NO,0,100,5,95,5,C,3644$
5538,353,8,6,4,6,no,0,89,5,66,5,C,4527$
5539,320,8,6,6,8,yes,86,91,5,68,4,B,4661$
5540,317,5,8,7,8,yes,119,102,8,74,2,A,4580$
5541,339,8,5,2,4,NO,0,110,4,63,4,C,4001$
5542,305,8,7,6,7,no,0,81,7,90,6,B,4241$
5543,347,8,7,5,7,no,0,109,6,83,4,B,4111$
5544,331,7,4,4,5,yes,74,99,4,88,1,C,4108$
5545,307,8,5,5,6,yes,116,101,4,66,1,C,4230$
5546,353,8,7,5,7,yes,110,73,4,77,3,B,4933$
5547,305,5,6,6,7,NO,0,75,5,77,2,D,3473$
5548,324,9,6,5,7,yes,118,86,7,61,6,B,4454$
5549,319,5,6,4,6,YES,115,72,4,81,1,D,4017$
5550,295,9,3,2,3,NA,,87,2,63,2,C,4147$
5551,317,8,3,4,5,no,0,73,2,60,4,D,3547$
5552,337,7,8,5,7,YES,119,108,6,91,1,B,4907$
5553,334,5,6,7,8,NO,0,90,5,99,4,C,3931$
5554,326,9,2,1,3,NA,,76,1,69,2,C,3865$
5555,358,5,3,3,4,YES,101,101,2,80,2,D,3449$
5556,319,8,2,2,4,NA,,87,4,99,2,C,3706$
5557,335,9,7,6,7,NO,0,95,7,73,5,A,4993$
5558,320,8,6,4,6,yes,74,85,6,90,2,B,4452$
5559,308,6,6,5,6,YES,88,74,6,61,1,C,3563$
5560,306,9,4,5,6,no,0,110,4,76,2,C,3717$
5561,301,6,7,5,7,no,0,77,5,67,3,D,4019$
5562,290,6,3,2,4,YES,102,91,3,72,3,D,3331$
5563,359,9,7,5,7,YES,112,92,6,98,1,A,5256$
5564,355,8,7,5,7,yes,100,77,6,72,5,B,4875$
5565,359,9,6,5,7,no,0,80,5,88,6,B,4249$
5566,335,5,4,2,4,no,0,76,2,59,2,D,3594$
5567,357,9,7,6,7,yes,120,106,5,62,6,A,4915$
5568,324,7,4,4,6,YES,91,96,5,98,1,C,4402$
5569,308,8,8,6,7,NO,0,101,5,90,3,B,4901$
5570,355,5,6,7,8,no,0,85,6,66,6,C,4015$
5571,294,6,3,3,4,YES,106,75,2,74,6,D,3486$
5572,356,8,8,7,8,yes,104,109,6,60,6,A,4805$
5573,307,8,6,3,5,NO,0,77,5,60,1,C,3897$
5574,341,5,7,6,7,NA,,105,6,77,4,B,4331$
5575,299,5,3,1,3,NA,,81,1,94,2,D,3611$
5576,299,9,6,6,8,NA,,101,6,68,6,B,4686$
5577,317,6,6,7,8,NA,,95,6,69,5,B,4278$
5578,343,6,5,3,5,NO,0,110,5,78,6,D,3846$
5579,356,5,4,3,4,NO,0,88,3,97,5,D,3196$
